AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,CRM,CRM,CRM,CRM,CRM,MRNA,MRNA,MRNA,MRNA,MRNA,MSFT,MSFT,MSFT,MSFT,MSFT,NIO,NIO,NIO,NIO,NIO,NNDM,NNDM,NNDM,NNDM,NNDM,NVDA,NVDA,NVDA,NVDA,NVDA,PFE,PFE,PFE,PFE,PFE,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
262.74,267.37,261.23,266.04,36519701,2021.0,2044.0,2011.15,2042.9,3693156,146.3,152.16,145.0,151.11,6994906,32.36,32.94,31.7501,32.4,4009009,165.67,166.67,163.5,165.11,42992534,2.76,2.8,2.71,2.74,16213717,0.78,0.889999,0.7451,0.84,195840,263.41,267.95,260.6,266.8,12636968,33.99,34.8,33.44,34.6,39620686,554.2,557.2081,533.33,548.7,24384936
268.7,270.07,264.7,267.96,37508554,2046.0,2053.0,2017.66,2042.82,4188295,152.39,156.01,151.68,154.69,6258722,32.55,32.92,31.32,31.87,4532909,166.36,167.37,163.33,165.19,45817799,2.82,2.82,2.63,2.66,29905016,0.89,1.37,0.84,1.06,1943622,272.0,272.92,260.42,262.87,12746520,35.03,35.7673,34.85,35.39,46644030,562.09,575.1818,557.11,573.01,12745268
268.31,273.7,265.83,273.23,30530102,2039.87,2180.0,2038.0,2168.01,6310824,154.12,155.3147,149.995,152.5,4802668,32.0,32.98,31.71,32.89,10143644,164.35,165.57,162.3,165.51,74408746,2.67,2.97,2.63,2.97,34979980,1.03,1.05,0.88,0.95,2461244,260.67,270.2,257.0,269.9,18657338,35.96,35.98,34.72,35.15,29741642,591.0,652.0,580.53,650.9899,21175579
280.0,288.25,278.05,287.07,88126631,2200.47,2292.0,2186.21,2283.31,15168337,155.71,158.79,155.15,157.8,5523223,34.0,34.99,33.15,34.65,15240930,169.0,173.75,168.0,173.7,92927769,3.15,3.16,2.92,3.01,33212680,0.99,1.2199,0.989001,1.14,1406814,275.0,285.32,273.8893,284.01,24796904,35.93,36.63,35.335,36.44,33641572,698.97,741.88,692.43,709.755,57451900
282.4,286.33,280.63,284.45,54896950,2257.68,2333.369,2245.0,2309.27,12634637,155.08,157.2728,154.0,155.73,3610693,34.64,38.45,33.72,37.25,46015188,171.2,173.57,169.24,171.94,105538921,2.95,3.2,2.88,3.195,25921757,1.19,1.66,1.14,1.4899,5780373,277.2,284.1671,275.38,280.85,25049156,36.06,36.23,35.58,35.98,32326942,742.0,753.13,710.0,729.5254,43359242
287.38,288.1975,282.3502,286.72,103289014,2346.0,2460.998,2335.0,2408.19,33024507,157.0,158.0,154.25,157.06,3869433,38.0735,41.55,36.62,40.6,74328269,174.3,177.28,172.9,177.07,167649296,3.3,3.41,3.2,3.235,35111903,1.56,1.6,1.26,1.31,3606542,287.08,299.0,286.55,294.79,69824259,36.12,36.26,35.575,35.87,34120114,716.94,759.45,706.715,745.6545,57474573
284.69,286.945,276.86,282.74,189543675,2372.33,2400.0,2316.02,2372.87,27969629,160.0,163.26,157.63,162.61,6826410,48.99,49.0,43.38,46.85,91293307,179.5,180.0,175.87,178.6,132389675,3.36,3.36,3.15,3.22,21351396,1.29,1.35,1.21,1.28,1302081,298.0,298.86,286.94,292.32,36928399,36.5,37.0,36.11,36.895,42121208,772.28,774.95,747.66,753.65,24322747
277.95,281.68,276.85,276.85,86952157,2389.95,2444.98,2386.05,2393.08,15428327,160.75,164.31,160.52,162.77,3585132,45.0,54.95,44.51,51.68,99801547,176.63,178.75,174.99,174.99,95940393,3.18,3.35,3.05,3.1866,18066674,1.3,1.32,1.18,1.1999,1948329,287.24,293.5,285.27,286.75,30589302,36.38,36.91,36.08,36.08,33160628,732.7,765.57,712.21,746.35,28421310
276.28,277.25,265.43,268.36,120805673,2416.61,2428.3098,2279.66,2329.36,20725717,160.0,160.09,148.0,150.48,12835003,53.0,56.38,43.11,49.225,155425399,173.5,173.6699,166.1102,167.67,197600120,3.1,3.22,3.01,3.04,18861597,1.22,1.23,1.03,1.03,3009548,282.31,284.77,267.11,269.16,67507369,35.78,35.93,35.37,35.62,40218480,730.12,753.33,673.79,686.72,58529442
273.61,277.58,272.2,276.09,95665531,2369.0,2394.0,2351.0,2366.54,13904142,154.0,155.43,150.6742,154.2201,5178041,50.61,51.82,49.06,51.09,32442076,171.39,173.97,170.82,173.725,79218493,3.09,3.15,3.05,3.09,12278335,0.8,0.88,0.65,0.7064,16388637,277.23,287.84,275.4,286.4,31202031,36.96,37.0,36.12,36.31,30948672,703.98,733.89,688.71,732.15,38252230
275.87,281.75,274.87,274.87,55290604,2399.98,2424.22,2382.08,2399.44,8913313,153.5,156.4696,151.5,151.72,5651641,49.1,50.7,46.89,47.44,58489632,174.11,175.06,170.91,171.43,113212881,3.2,3.2,3.05,3.05,16090175,0.76,0.77,0.7359,0.7583,6149172,287.84,293.1375,283.0,284.02,38669255,36.28,37.4,36.28,36.71,33193184,727.6,734.0,703.13,705.63,38120713
277.2,283.01,277.0,282.95,84909438,2417.0,2420.433,2382.0,2410.0,10481568,153.59,154.5,151.3,153.98,5862724,47.15,50.5,47.1416,50.5,33105730,172.06,174.56,170.71,174.54,86312145,3.08,3.1,2.91,2.945,20893562,0.77,0.77,0.7111,0.74,4544118,283.6,289.67,280.6,289.61,23712152,36.84,37.429,36.785,37.3801,26850168,710.81,730.73,698.18,725.0,25102459
281.8,284.54,279.95,283.25,52652760,2443.2,2444.88,2363.0,2376.82,10185891,155.54,158.44,154.2,157.53,4476523,51.53,51.7,47.3,48.05,24555660,176.59,176.9,173.3,174.03,58799715,3.0,3.26,2.95,3.235,34961096,0.77,0.7799,0.7414,0.774,3367958,294.99,303.5,294.0,297.08,21998772,37.59,38.54,37.57,38.29,38986382,737.61,799.49,735.0,798.92,58450139
285.08,285.83,278.2,278.57,24567863,2372.1,2373.5,2306.0,2314.08,4643171,159.5,160.81,154.18,154.41,4475867,50.4,50.45,47.17,47.8,12085401,175.59,175.67,169.39,169.79,29678984,3.4,3.445,3.2,3.36,34382487,0.785,0.785,0.743,0.7519,850143,303.0,304.2,291.14,291.54,10246350,39.05,39.22,37.375,37.9,59982108,795.64,805.0,756.69,769.11,14526538
284.73,289.67,283.89,287.83,57520384,2330.01,2391.89,2310.0,2371.88,7930384,157.88,161.89,156.52,160.31,4196300,46.6,46.9497,45.01,46.36,10705136,173.22,177.68,171.88,177.3,39984236,3.83,3.98,3.59,3.625,82777504,0.7599,0.77,0.733,0.75,918890,296.77,300.58,293.75,298.42,8267431,38.38,38.55,37.71,38.12,38188960,790.17,803.1999,783.16,799.84,12096180
289.96,294.53,288.35,293.99,34380486,2419.84,2471.5,2396.01,2471.5,6873149,161.63,165.3,160.01,161.76,4661805,46.78,48.37,45.82,45.94,14693036,180.0,180.4,176.23,179.22,89953339,3.63,3.72,3.37,3.405,42926448,0.753,0.99,0.7341,0.8001,21566982,296.2926,298.46,291.72,292.05,14900013,38.0,38.51,37.36,38.32,43215889,855.19,869.82,763.5,781.06,53718332
286.25,299.0,285.85,289.07,112571771,2336.8,2362.44,2258.1902,2285.94,18176321,158.49,160.17,155.26,156.47,3568211,48.71,50.45,46.29,47.93,20448475,175.8,178.64,174.01,174.5,33950716,3.3,3.33,3.12,3.1699,30203839,0.88,0.88,0.725,0.7719,2074481,284.35,288.9,280.8432,282.84,7840411,37.85,37.9397,37.385,37.66,36707291,755.0,772.77,683.04,701.31,31742479
289.17,293.69,286.3172,293.17,31026388,2256.38,2326.98,2256.38,2315.99,4478248,155.58,162.02,155.08,161.48,4654224,48.05,50.5,48.0,50.5,20162296,174.49,179.0,173.8,178.84,53648238,3.08,3.36,3.08,3.33,22466183,0.79,0.8199,0.74,0.75001,1674366,280.88,291.84,280.88,291.28,14505166,37.6,37.92,37.41,37.64,31634085,701.0,762.0,698.0,761.21,36511504
295.06,301.0,294.46,297.78,68730265,2340.0,2351.0,2307.125,2317.64,5909618,162.53,164.14,160.25,163.24,4452202,50.48,50.96,47.23,49.33,10770778,180.62,183.65,179.9,180.76,33345354,3.44,3.48,3.28,3.2999,21345973,0.761,0.79,0.721,0.7426,785248,295.47,300.27,291.29,293.63,8729950,38.81,38.86,38.27,38.51,41135307,789.79,798.92,762.18,768.06,16328797
300.46,303.24,298.87,300.5,33168366,2329.44,2357.45,2320.0,2350.97,2897787,164.44,165.71,162.9229,163.55,3594307,48.45,49.25,47.5201,48.95,12674670,182.08,184.2,181.6306,182.49,58901458,3.59,3.65,3.45,3.6134,48475386,0.74,0.74,0.705,0.73,1112454,296.93,302.0,295.41,297.75,15249165,38.97,39.01,38.51,38.51,39735317,776.5,789.8,761.11,782.45,21416699
303.22,305.17,301.97,303.75,52106578,2374.78,2376.0,2343.11,2367.61,5882764,166.5,171.27,166.02,169.96,5419989,55.78,55.99,51.06,53.19,52262354,184.17,186.5,182.58,183.6078,48490207,3.63,3.67,3.52,3.63,26111848,0.7598,0.835,0.7401,0.782,3259622,303.38,307.41,301.323,304.88,17578346,38.41,38.49,36.89,36.95,51235872,777.21,796.4,772.35,780.215,11124597
305.64,310.29,304.29,310.1484,30509246,2372.14,2387.2449,2357.0,2379.5,2751843,172.95,176.08,171.15,175.89,4937597,53.06,59.88,52.15,59.25,23443480,184.9797,185.0,183.36,184.68,25074514,3.68,3.8,3.6,3.78,27286680,0.79,1.02,0.79,0.8901,3900537,307.75,312.75,306.39,312.51,7883402,37.25,37.38,37.04,37.21,32261331,793.77,824.0,787.01,819.25,31166079
308.1,317.05,307.24,315.005,34252219,2374.7,2419.665,2372.11,2406.9375,2942003,175.56,183.3,174.16,182.73,7099422,59.6,67.67,59.1401,66.92,67449525,183.15,187.51,182.85,186.65,50846893,3.72,3.77,3.66,3.75,16269321,0.8908,1.07,0.82,0.9691,4569040,312.3,324.5,311.15,322.53,22308941,37.25,38.21,37.16,38.1,33280155,790.51,824.0,785.0,810.48,31241342
317.83,319.688,310.91,311.51,72568708,2411.85,2419.0,2355.61,2357.505,5466390,183.0,183.02,177.01,177.54,5509660,65.99,68.49,62.02,62.27,23697051,186.8,187.04,182.35,182.38,25981524,3.74,3.78,3.61,3.6201,21081891,0.965,0.97,0.84,0.8593,1111926,324.94,326.9,311.71,311.75,11597399,38.12,38.24,37.36,37.37,28575545,827.0,843.29,808.0,809.21,15080918
312.15,315.95,303.21,307.68,46896514,2366.8,2407.7,2337.805,2366.17,4474923,175.16,175.21,166.2691,169.64,10985674,63.8003,66.97,60.29,65.1562,42529366,182.55,184.05,176.54,179.78,77983499,3.64,3.68,3.32,3.45,32957245,0.8895,0.8895,0.74,0.8308,1604394,316.7,323.14,303.79,311.22,29884218,37.31,37.425,36.585,37.04,37430726,820.83,826.0,763.3,790.62,18430885
304.51,309.79,301.53,309.7,36192573,2361.01,2391.37,2353.21,2391.37,3179099,168.56,168.57,164.57,166.93,6249430,64.79,65.39,61.44,64.55,23497222,177.54,180.69,175.68,180.61,67951569,3.33,3.52,3.27,3.455,20180594,0.765,0.78,0.705,0.77,1741340,313.665,321.44,307.5,321.34,28465416,36.8,37.96,36.78,37.92,33167490,780.0,803.36,764.0,803.04,13077331
300.35,307.9,300.21,307.74,38430814,2368.52,2411.0,2356.37,2410.41,3788139,167.27,171.72,166.18,171.26,5121121,63.79,67.67,63.01,66.66,31841774,179.06,187.06,177.0,183.39,73296528,3.37,3.45,3.36,3.385,12904139,0.78,0.824,0.73,0.77,897562,315.59,340.02,314.96,339.71,47189608,37.96,38.17,37.385,37.78,32518256,790.35,805.0486,786.552,799.034,20204818
313.17,316.5,310.3241,314.89,58756477,2404.3457,2433.0,2384.01,2426.38,8093054,174.0,177.0,172.13,172.5,6005883,86.14,87.0,75.66,80.0,70840840,185.75,186.2,183.96,184.9,30231512,3.5,3.69,3.5,3.61,27424651,0.79,0.79,0.7568,0.7568,620207,350.42,356.66,347.2201,350.02,17966468,38.34,38.46,37.63,38.06,36707728,827.78,834.7201,803.88,813.51,10969747
315.03,318.52,313.01,313.01,23453139,2429.83,2484.995,2428.97,2448.59,4098905,172.75,178.2,172.75,176.11,4664867,78.07,79.75,70.32,71.6,57563454,185.03,186.59,183.49,183.5,23888140,3.62,3.75,3.59,3.695,21272851,1.24,3.97,1.14,3.37,302793993,351.61,363.5,350.51,352.168,17077762,37.85,38.02,37.31,37.67,30468698,815.17,822.07,806.08,808.0,9331427
316.68,319.52,316.2,319.16,49657449,2477.87,2500.01,2467.27,2497.35,7341200,178.57,179.14,174.9,176.94,4368143,70.01,74.48,67.41,73.47,94103270,184.81,185.85,183.94,185.66,51732326,3.76,3.82,3.4,3.49,50601276,3.21,4.8891,2.81,2.94,230196600,359.64,361.72,355.55,358.8,27357792,37.95,38.2,37.545,37.63,26846037,820.5,826.0,811.8,815.46,13799592
318.66,320.89,315.87,317.04,46099960,2500.0,2525.45,2442.54,2448.01,9538349,176.93,178.292,174.93,175.18,3968492,73.05,73.16,65.31,67.01,34436655,185.4,186.67,183.3,183.49,25273422,3.4,3.44,3.2325,3.3299,40198444,2.75,3.46,2.34,3.06,60717326,362.06,362.0962,349.5,351.18,16022473,37.57,37.65,37.05,37.26,28639057,816.0,832.5,796.0,827.75,23543511
315.77,319.23,315.35,318.89,37592751,2455.01,2469.85,2430.13,2436.89,5253352,176.6,178.64,175.45,177.75,4482190,69.93,70.6,67.14,68.99,26331139,183.19,184.46,182.54,183.51,18361237,3.33,3.34,3.18,3.2596,22465452,2.99,3.35,2.81,3.0,15718554,353.01,363.72,348.53,361.06,24510192,37.11,37.53,36.96,37.5,25875745,822.1735,831.78,812.0,816.4,19439642
323.5,324.24,316.5,316.84,27609402,2458.0,2462.0,2414.06,2423.7,3153936,182.0,182.0,176.22,176.59,7040893,66.4,66.59,57.05,57.69,39011449,186.34,186.5,181.1,181.56,28773423,3.42,3.83,3.4,3.8266,57966067,3.05,3.11,2.71,2.83,11766801,366.27,367.27,346.88,348.78,17690647,37.65,37.87,37.45,37.49,36564836,834.5,834.6,815.705,818.74,7532731
316.14,318.71,313.09,318.08,24944652,2404.99,2413.58,2330.0,2409.51,4754020,176.29,176.61,171.37,176.56,5659393,51.2,53.34,46.1301,52.12,56382557,180.2,181.9877,176.6,181.81,34654683,4.01,4.2,3.9,4.16,67604259,2.76,2.8,2.51,2.58,8124597,345.0,345.31,319.87,341.13,28411380,37.41,37.54,36.97,37.41,37066561,820.86,827.71,785.0,819.955,11092116
316.77,323.44,315.63,318.15,28935286,2384.33,2436.97,2378.23,2401.05,2866537,180.0,184.8,177.1,181.19,8645672,53.5,59.11,53.35,55.55,62457684,180.74,184.1474,180.38,181.27,54218236,3.98,4.12,3.75,3.83,55394763,2.62,2.87,2.5101,2.67,13841644,336.49,350.42,335.17,339.31,35425530,37.84,38.44,37.72,38.175,35354260,813.51,824.75,801.69,805.975,7013890
319.25,321.15,316.47,318.76,56248101,2415.94,2439.0,2398.1973,2436.53,5483326,174.3,175.0,170.69,174.59,16738796,57.45,61.65,56.56,61.42,23696003,182.73,184.27,180.41,183.96,29098645,3.82,4.0,3.73,3.9799,38069162,2.65,2.7,2.51,2.585,4849680,342.18,354.67,339.4,353.65,15763288,38.27,38.43,37.581,38.235,39445592,808.75,835.0,804.21,834.1905,10523947
317.75,322.35,317.21,321.76,37704502,2448.0,2476.93,2444.17,2470.12,5441594,173.1,177.52,172.68,176.41,5317356,62.76,63.9,60.51,62.18,20139458,182.54,183.0,181.46,182.86,20137325,4.0,4.33,3.96,4.26,65654571,2.54,2.61,2.4,2.4899,4902211,353.33,353.63,347.58,352.42,9294538,35.5,35.73,34.91,35.46,138250480,858.0,899.0,854.1,897.875,13962296
320.745,323.44,318.93,323.42,37968664,2467.0,2473.53,2445.31,2473.3,4430214,174.85,174.895,171.235,174.2,7655697,58.7,59.95,55.3553,59.85,41695366,184.25,185.0,181.35,185.0,50070219,4.36,4.73,4.35,4.69,79446640,2.39,3.31,2.3,3.0723,57956042,351.85,353.49,346.32,353.28,18266838,35.53,36.16,35.25,36.16,73948989,894.7,908.66,871.0,881.4,13049927
324.66,326.1,322.3,325.09,45506089,2468.01,2488.0,2461.17,2478.4,4700140,174.83,175.93,172.841,174.98,5657765,57.51,63.37,57.1,59.84,19999010,184.815,185.94,183.58,185.36,22722209,5.0,5.7,4.98,5.59,190975138,2.9,2.99,2.65,2.745,8875004,352.89,354.65,348.0,350.65,8565018,36.29,36.41,35.54,36.16,66072062,888.12,897.94,880.1,882.51,15342518
324.39,325.62,320.78,322.25,38930216,2477.43,2507.54,2450.01,2460.6,5957350,175.0,175.43,170.0,171.36,6566843,61.61,61.93,58.52,60.39,24770096,184.3,185.84,182.3,182.95,49455619,6.01,6.2,5.61,5.97,164239301,2.6,2.89,2.48,2.615,14410998,349.12,357.73,347.1,350.68,20177537,35.71,36.29,35.7,36.0,48252060,889.88,895.75,858.44,864.27,8667226
323.35,331.75,323.23,331.54,29572650,2444.51,2488.645,2437.13,2481.415,2821697,170.11,174.185,167.0,173.71,7669007,58.49,59.19,56.63,58.11,28056870,182.62,187.73,182.01,187.5,66044279,6.03,6.075,5.52,5.595,88094160,2.56,2.75,2.53,2.61,7721712,351.78,359.88,348.3192,356.52,22394100,36.24,36.49,35.88,35.9975,64055113,877.84,886.52,866.2,885.335,7366347
330.25,333.5,327.32,333.4402,20899464,2500.2,2530.0,2487.335,2522.8,3362615,173.63,176.57,172.66,176.5,4153388,58.3,59.38,56.72,59.08,20751956,185.94,188.55,184.44,188.47,52985040,5.81,6.08,5.68,5.97,83912808,2.72,2.84,2.6,2.62,10135224,355.09,355.585,347.43,352.28,18167303,35.8,36.6,35.68,36.56,51383232,919.0,950.0,909.16,948.45,26318875
332.14,345.61,332.01,344.32,66753163,2529.44,2626.43,2525.0,2603.39,9564493,176.0,176.0,173.53,174.57,3376971,58.55,59.405,57.73,58.26,14300310,188.0,190.7,187.2605,190.07,51414137,5.84,6.83,5.76,6.68,119650404,2.62,2.7,2.52,2.6,6483868,352.0,364.3899,350.05,361.9,22101090,36.5,36.66,36.17,36.23,35266324,940.01,954.4399,923.931,941.5524,21496458
347.9,354.77,346.09,352.78,76721048,2645.0,2722.35,2626.26,2648.16,9144811,176.25,182.5,176.05,182.06,7654124,58.8,60.72,58.6,60.07,10675501,191.125,198.52,191.01,196.82,39155761,6.72,6.95,6.16,6.3,96555609,2.64,2.64,2.51,2.5378,4044773,366.71,380.0,366.14,374.54,14778340,36.36,36.45,35.89,35.93,47637266,991.88,1027.48,982.5,1024.974,17023324
349.31,351.06,335.59,336.08,44058913,2603.5,2671.38,2536.23,2558.47,5177179,176.64,178.43,172.0,172.08,5875058,62.95,66.6867,58.77,60.22,59190390,193.13,195.76,186.24,186.47,88735679,5.79,6.09,5.66,5.9199,114524333,2.4,2.5,2.28,2.354,6666982,366.0,370.45,351.44,351.76,26065560,35.6,35.68,33.28,33.325,106710573,990.2,1018.9599,972.11,972.41,29440376
344.72,347.8,337.63,337.655,26008570,2601.21,2621.4766,2566.0,2566.705,2752912,175.9,177.69,174.1,174.18,1672184,62.355,63.63,60.91,61.165,5528571,190.54,191.72,188.13,188.14,10546675,6.2,6.32,6.0,6.02,26387565,2.42,2.45,2.33,2.355,747161,366.5,367.49,357.41,357.5434,4252118,34.08,34.105,33.445,33.457,23186904,980.0,987.98,936.25,936.25,5885153
333.25,344.8,332.58,342.99,62285020,2526.6,2584.0,2508.0,2572.62,6856018,172.0,178.9,171.27,178.69,5479759,65.9,66.98,63.424,66.57,18210514,184.58,190.82,184.01,189.09,27287668,5.97,6.99,5.92,6.83,108858999,2.25,2.46,2.16,2.36,2937559,352.61,367.27,349.75,367.07,8911032,33.3,33.718,32.76,33.37,55720212,917.79,998.84,908.5,990.75,14933856
351.46,353.2,344.72,352.26,36742302,2620.0,2620.0,2576.0,2615.13,3175918,180.01,182.5,178.01,180.62,5159938,66.31,66.6,62.6,64.34,15788129,192.89,195.58,191.46,193.67,34909883,7.43,7.44,6.53,6.99,119505014,2.44,2.45,2.28,2.42,2073934,369.0,370.67,353.5501,362.92,12244888,33.59,33.96,32.72,33.46,98892754,1011.85,1012.88,962.39,981.51,26814330
355.15,355.4,351.09,351.2438,50065784,2647.5,2655.0,2631.82,2641.72,5090473,180.97,182.745,180.68,181.4,4392468,63.6,65.88,62.58,63.32,10589049,195.03,196.32,193.69,194.2,21175962,6.93,6.98,6.58,6.84,56367357,2.28,2.305,2.21,2.25,3194385,364.55,371.96,362.81,369.47,9136293,33.59,33.765,33.315,33.55,47886602,987.71,1005.0,982.571,990.56,9026154
351.41,353.45,349.22,351.59,21375772,2647.01,2659.64,2636.11,2655.0,2114206,181.91,189.0,181.615,187.56,7893004,63.03,65.4,62.58,64.94,16831564,194.0,196.49,194.0,196.32,37860859,6.8,7.36,6.78,7.18,76518782,2.19,2.29,2.1,2.23,5048536,369.08,371.3,364.58,369.0,11309763,33.27,33.47,32.98,33.24,56118584,1003.0,1019.2,994.4708,1004.02,18626163
354.635,356.56,345.15,349.55,90845598,2678.08,2697.43,2659.0,2671.86,8507797,189.5,191.25,185.49,186.88,7810257,64.99,66.45,64.01,66.38,17668790,198.59,199.29,194.37,195.03,69471150,7.36,7.63,7.23,7.35,77884199,2.23,2.43,2.16,2.32,7860058,369.7,377.8,369.0935,370.38,21290511,33.69,33.74,33.115,33.47,53557056,1012.78,1015.9699,991.34,1000.57,7941809
351.34,359.46,351.15,358.93,30845663,2684.5,2713.98,2669.0,2712.0,2754781,187.03,192.5,187.0,191.64,5345572,65.92,66.29,62.12,64.785,11182622,195.79,200.76,195.2301,200.58,26980577,7.86,7.9,7.38,7.44,106272586,2.27,2.33,2.21,2.24,1848581,372.0,381.18,370.932,381.0,8934085,33.33,33.36,32.91,33.11,16344195,999.95,1008.88,990.02,994.54,6108565
364.0,372.37,362.2701,366.37,50255788,2726.02,2783.11,2718.04,2764.42,3945888,192.0,194.09,188.59,189.06,6343983,64.1,65.08,62.74,62.92,10006365,202.09,203.95,201.425,201.889,27611231,7.55,7.685,7.19,7.24,77280025,2.51,2.57,2.26,2.305,5815908,382.04,385.7,376.3,378.04,8652646,33.2,33.25,32.74,32.77,32574520,998.88,1012.0,994.0101,1001.66,6015204
365.0,368.79,358.52,360.06,44983139,2780.0,2796.0,2721.0,2733.49,4148702,187.51,189.3,184.04,185.64,4370377,63.23,66.1559,63.14,64.84,14107274,201.6043,203.25,196.56,197.84,30960564,6.93,7.08,6.5,6.85,99578788,2.29,2.31,2.11,2.25,3049787,379.05,382.2552,365.7802,369.42,10502423,32.71,32.73,32.0,32.2,25783665,994.11,1000.8846,953.1414,960.85,10724665
360.7,365.0,357.57,364.88,32015338,2739.55,2756.23,2712.14,2756.16,2695963,186.14,188.7661,184.44,188.34,3540350,67.0,67.0,58.51,62.0,26156406,197.8,200.61,195.4675,200.36,23934120,6.66,7.145,6.6,7.0775,44340464,2.21,2.29,2.16,2.21,1828685,374.23,380.2,367.29,379.8,8522986,32.11,32.38,31.83,32.3,22683626,954.27,985.98,937.15,985.98,8834648
364.41,365.32,353.02,353.69,40859277,2775.056,2782.5688,2688.0,2692.87,5446380,188.0,188.22,183.02,183.2,4906100,60.71,62.29,59.14,61.27,10230070,199.73,199.89,194.88,196.33,37651876,7.03,7.18,6.8,6.9,32425407,2.19,2.19,2.08,2.11,2291244,380.0,380.0,365.0,366.44,13084062,32.25,32.28,31.61,32.04,27065445,994.78,995.0,954.87,960.76,7736337
353.25,362.1736,351.28,362.0,29154717,2690.01,2696.8,2630.08,2681.52,3895727,183.32,183.7099,180.0,183.45,3655987,61.82,63.0,59.4,62.1,7840255,195.78,198.53,193.55,198.5,22635986,6.98,7.25,6.71,7.23,43550238,2.11,2.2,2.05,2.12,1256283,366.79,368.18,356.0,368.12,7835848,32.46,32.67,32.2,32.65,19843520,969.01,1010.0,948.5201,1009.89,8732336
360.08,365.98,360.0,364.6,28884259,2685.065,2769.63,2675.03,2756.09,3188724,183.45,187.89,183.13,187.3,3621900,62.18,65.159,61.8,64.26,11430191,197.8816,204.4,197.74,203.5,26157887,7.21,7.75,7.12,7.72,82372792,2.13,2.2299,2.07,2.2,1350510,372.5597,381.05,370.6601,379.4455,8129334,32.53,32.88,32.23,32.7,19254349,1006.5,1087.69,1003.73,1079.0,16212153
365.12,367.36,363.91,364.01,25429807,2757.99,2895.0,2754.0,2879.2,6112148,188.1,192.82,187.46,191.89,4236708,63.0,63.73,59.12,61.5926,17692487,203.14,206.35,201.77,204.66,26758698,7.79,7.99,7.67,7.905,61562136,2.25,2.25,2.09,2.12,1443866,380.83,383.0269,376.52,380.9,7586340,34.54,34.54,33.72,33.74,61063678,1083.0,1135.33,1080.5,1119.54,12887738
367.85,370.47,363.65,364.12,25332853,2912.01,2955.56,2871.102,2887.56,6173373,193.16,195.39,192.29,192.46,3760103,60.0,61.8,55.8097,58.5699,26362042,205.68,208.02,205.0,206.21,25117323,9.05,9.4,8.7,9.38,195081861,2.13,2.17,2.09,2.11,1024821,385.56,389.5,383.13,384.76,8246122,34.62,34.847,34.04,34.51,40088692,1221.48,1228.0,1185.6,1208.8,15501212
370.0,375.78,369.87,373.81,26084791,2934.97,3059.88,2930.0,3057.16,6493685,194.44,199.45,193.84,197.72,4865250,58.55,60.73,57.1,59.14,8730019,208.8335,211.13,208.09,210.69,26520093,11.05,12.3,10.93,11.51,301046164,2.15,2.18,2.08,2.14,1632269,389.67,396.35,388.5,393.64,6821831,34.95,34.99,34.38,34.51,23318211,1276.69,1377.79,1266.044,1371.0,18885360
375.41,378.62,372.23,372.64,24610596,3058.55,3069.55,2990.0,3000.12,4875944,197.66,200.22,196.21,196.53,4725260,58.8,61.5,57.44,61.09,8597733,210.45,214.67,207.99,208.24,28760244,11.26,13.77,10.7,13.23,430337769,2.1,2.14,2.01,2.02,2133392,397.85,402.8,394.03,394.59,8269191,34.05,34.35,33.955,34.03,21187591,1405.01,1429.5,1336.71,1389.69,20456393
376.72,381.5,376.36,381.44,26025692,3022.61,3083.97,3012.4302,3081.88,4687637,198.0,201.2,197.35,200.35,3746954,60.79,62.46,59.45,61.58,7396342,210.07,213.26,208.69,212.84,28227213,14.1,15.28,12.0,12.88,546889260,2.05,2.05,1.9,1.939,2588251,399.75,409.0,398.62,408.9,8868630,34.01,34.37,33.57,33.75,21189905,1405.0,1417.26,1311.34,1365.8054,15747236
385.05,393.91,378.69,382.6599,29212120,3115.99,3193.88,3074.0017,3183.81,6101864,202.02,202.82,195.64,200.845,4862277,62.09,65.35,58.88,64.92,20362095,216.33,216.38,211.47,214.4,29002968,13.5,14.62,13.07,14.5602,293230140,1.95,1.96,1.75,1.89,2091142,415.21,422.8,409.34,420.36,11558907,33.73,33.88,33.101,33.47,17581929,1396.99,1408.56,1351.28,1393.81,11159292
381.34,383.92,378.8207,383.52,20333748,3191.76,3215.0,3135.7,3203.36,5135404,200.06,200.725,197.0834,198.89,3570052,64.65,64.93,62.32,62.59,6792206,213.62,214.08,211.08,213.65,23260516,15.61,15.73,14.2,15.0,298863998,1.96,2.05,1.89,1.92,1609990,423.33,426.21,415.15,419.18,11578251,33.66,34.04,33.485,33.83,19286781,1396.0,1548.915,1376.0101,1546.01,22730537
