AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,CRM,CRM,CRM,CRM,CRM,MRNA,MRNA,MRNA,MRNA,MRNA,MSFT,MSFT,MSFT,MSFT,MSFT,NIO,NIO,NIO,NIO,NIO,NNDM,NNDM,NNDM,NNDM,NNDM,NVDA,NVDA,NVDA,NVDA,NVDA,PFE,PFE,PFE,PFE,PFE,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
220.9,224.58,220.79,223.98,22189704,1726.99,1737.46,1709.22,1736.12,2300015,147.95,148.97,147.41,148.38,2933675,15.79,16.27,15.67,15.905,1410409,138.05,139.215,137.78,139.03,12030081,1.72,1.73,1.53,1.555,56205643,0.3925,0.4144,0.39,0.4013,196037,172.8,174.48,171.5401,174.07,4014598,36.28,36.31,35.92,35.925,11921241,243.0,243.98,236.1111,240.84,5556374
225.07,228.22,224.2,224.58,32017308,1746.0,1755.6,1728.41,1736.11,2721128,149.49,150.16,147.25,147.66,2711150,15.87,16.06,14.8,14.8,1475509,139.66,140.25,137.0,137.06,17119882,1.51,1.51,1.22,1.315,84097100,0.41,0.468823,0.400275,0.4449,645637,175.0,181.0,173.81,173.94,8606387,35.93,36.02,35.43,35.44,18108672,241.5,245.95,239.13,244.69,5903470
223.06,223.35,217.93,218.96,31067943,1727.74,1728.89,1705.0,1713.23,2954213,146.06,146.5,143.2,144.22,3914450,14.78,15.01,14.42,14.85,1626054,136.25,136.37,133.5799,134.63,25283772,1.19,1.65,1.19,1.62,94823304,0.4282,0.489,0.4282,0.475,345310,173.12,173.6,170.13,173.12,6677565,35.26,35.27,34.655,34.7,17881077,243.03,244.65,239.43,243.24,5099506
218.43,220.96,215.132,220.81,25267290,1713.0,1725.0,1685.06,1724.25,3105457,144.0,147.06,142.08,147.04,3191596,15.24,15.24,14.41,15.08,1392218,134.95,136.75,133.22,136.3,20600985,1.59,1.7,1.43,1.65,53518420,0.49,0.49,0.4117,0.46,185327,173.5,181.56,172.0,181.32,10406851,34.71,35.47,34.6,35.46,15677214,231.86,234.32,224.28,232.92,13775674
225.64,227.49,223.89,227.01,61420683,1726.06,1740.575,1719.23,1739.4,4348820,148.28,148.92,146.21,148.0,2904752,15.05,15.57,14.89,15.48,1812677,136.75,138.25,136.42,138.11,34698225,1.6,1.69,1.56,1.62,24580703,0.44,0.47,0.42,0.430363,196908,181.4,183.15,178.78,182.04,12265535,35.49,35.98,35.445,35.935,14147114,231.61,234.77,228.07,231.4159,15272408
226.27,229.93,225.84,227.06,56249522,1731.63,1747.83,1723.7,1732.5,3700680,147.28,149.33,147.0,148.8,2447148,15.45,15.63,15.07,15.48,2660670,137.14,138.18,137.02,137.1,24940153,1.58,1.59,1.45,1.545,25516762,0.4,0.4178,0.38,0.3919,677278,184.58,188.34,184.23,184.33,22315490,35.82,36.26,35.8,35.83,9171993,229.8,238.56,228.55,237.72,15351711
225.82,228.06,224.33,224.39,49356153,1722.49,1727.0,1705.0,1705.25,4559696,147.54,148.34,145.81,145.88,2336793,15.36,15.48,15.01,15.32,2335578,137.08,137.76,135.62,135.66,43365113,1.73,1.8,1.66,1.715,42480492,0.375,0.375,0.36,0.3641,160166,180.64,180.64,176.5,177.23,20976567,35.65,35.8755,35.42,35.435,11426298,235.87,243.94,234.5,240.0,16599013
227.03,227.79,225.64,227.0,33424472,1719.61,1729.95,1714.36,1721.79,3594275,147.27,147.85,146.61,147.09,1999951,15.33,15.55,14.18,14.19,4651340,137.46,138.7,136.97,138.21,33135789,1.73,1.76,1.575,1.635,34114585,0.37,0.3999,0.3699,0.376945,294224,180.32,182.7,179.1601,180.71,13476150,35.65,35.89,35.53,35.7,10716795,241.52,247.295,240.65,244.53,13116148
227.93,230.44,227.3,230.09,51957764,1725.0,1738.29,1713.75,1720.56,4724970,146.84,147.5588,145.51,146.38,2359044,14.13,14.41,13.87,14.16,2570671,138.49,139.6699,138.25,139.1,30602156,1.64,1.64,1.5,1.52,31701934,0.3769,0.395,0.3614,0.37,148392,180.62,185.08,180.41,183.01,13574513,35.67,36.0142,35.6,35.8,9557389,245.28,249.28,241.58,244.74,12090722
232.95,237.64,232.3075,236.22,75801862,1742.92,1745.45,1729.86,1729.98,5936898,148.14,150.71,148.09,149.34,4155001,14.24,14.7,13.99,14.06,1800610,140.12,141.03,139.5,139.61,43365185,1.55,1.59,1.5,1.56,24574333,0.38,0.3899,0.365,0.38,294776,186.42,189.34,185.65,185.95,20274626,36.14,36.58,36.07,36.11,15329219,247.15,251.08,246.81,247.77,15990158
234.9,238.1342,234.6701,235.89,43035391,1728.69,1741.8887,1722.0,1736.5,3293125,149.859,150.09,148.8,149.36,1285769,14.19,14.2001,13.67,13.93,1826902,140.2,140.29,139.52,139.54,19332176,1.56,1.57,1.52,1.53,11691856,0.387,0.387,0.36,0.3761,262930,185.64,187.37,184.385,186.54,8480364,36.16,36.35,35.98,36.3,7131538,247.9,258.55,247.13,256.92,19430374
236.39,237.65,234.88,235.32,37286507,1742.14,1776.45,1740.62,1767.35,5739023,149.66,152.97,149.62,152.73,3562345,13.93,14.45,13.53,14.32,2192010,140.06,141.79,139.81,141.57,33525781,1.63,1.64,1.54,1.56,23515202,0.3761,0.3761,0.36,0.36,70588,190.16,199.29,189.6,196.42,31614317,36.45,36.7412,36.41,36.5,12205572,257.7,260.0,254.12,257.86,12362512
233.37,235.24,233.2,234.39,32693993,1772.0,1786.24,1770.521,1777.42,4891217,147.26,150.845,145.82,146.97,8349315,14.27,14.32,14.02,14.15,1778131,140.71,140.99,139.53,140.48,34816708,1.46,1.52,1.4,1.46,35551730,0.37,0.37,0.33,0.3545,395168,195.0,199.22,193.75,194.21,19964862,36.63,36.75,36.32,36.35,10967477,257.39,262.1,256.92,259.6902,12800343
235.09,236.15,233.52,235.29,30936663,1796.0,1798.85,1782.02,1787.47,4695257,147.58,148.04,145.51,146.17,4674966,14.23,14.72,14.15,14.53,2276575,140.95,141.42,139.02,139.67,35471777,1.46,1.5,1.42,1.465,17048891,0.356,0.359,0.3452,0.349232,157358,195.95,197.8143,192.1,194.29,12524373,36.49,36.81,36.37,36.47,11786401,262.5,264.78,260.17,261.98,9112414
234.59,237.58,234.29,236.28,45791251,1787.8,1793.98,1749.2001,1757.79,6127556,146.3,146.44,142.4,144.08,5779559,14.5,14.85,14.07,14.81,3139914,139.76,140.0,136.56,137.34,58749783,1.45,1.55,1.44,1.52,20128230,0.345,0.3499,0.3311,0.3499,254066,194.31,195.62,187.5,190.42,14611810,36.43,36.7,36.35,36.46,12600195,260.7,262.8,255.1,256.9899,11065826
238.3659,240.99,238.32,240.53,17427391,1768.63,1785.88,1765.0,1785.835,1771449,144.1,145.19,143.0,144.54,2857036,15.03,15.59,14.94,15.5,831978,138.05,138.5,137.01,138.43,14775463,1.52,1.77,1.49,1.7197,36275802,0.335,0.367,0.335,0.353,61985,193.2021,196.55,192.2,196.0301,5707707,36.65,36.68,36.36,36.45,8610380,258.2,259.5,250.18,253.43,4429730
241.16,242.2,239.6218,239.97,19060536,1788.15,1789.7799,1762.0,1765.34,1925469,145.05,145.96,142.14,142.37,3778072,15.56,16.09,15.55,15.91,557869,138.97,140.01,136.26,136.39,24185213,1.7,1.77,1.52,1.54,36128209,3.7,3.79,2.15,2.87,501699,198.28,202.53,195.3,195.53,7587478,36.41,36.7,36.25,36.44,12305820,254.32,258.33,250.85,255.52,4386182
242.1,243.24,241.22,243.14,17199153,1761.3,1770.05,1742.0,1761.99,1920970,142.11,145.569,141.49,145.118,4160394,16.16,17.01,16.09,16.84,1424642,136.88,137.45,135.61,137.25,25297689,1.58,1.595,1.52,1.55,11611545,4.5,4.86,2.8,3.21,10326724,192.31,195.66,191.03,195.1,6403590,36.31,36.78,36.22,36.775,10508225,254.5,256.14,251.35,254.889,5005641
244.51,244.8,241.805,243.6,15641517,1771.09,1788.3379,1760.27,1781.5935,2931765,146.59,148.79,146.4,148.12,4889705,16.92,17.026,16.05,16.56,1071009,139.39,140.42,138.67,139.95,32841215,1.57,1.6,1.53,1.54,20213498,3.46,3.46,3.02,3.3639,877362,196.75,198.21,195.38,196.83,5244570,36.75,36.84,36.26,36.38,17101797,298.37,304.0,289.2,299.62,26049521
243.16,246.73,242.88,246.58,15414721,1697.55,1764.21,1695.0,1762.0,8773821,147.05,150.66,146.3,150.46,4515913,16.73,17.1,16.4301,16.99,712026,139.5,141.14,139.2,140.73,19986717,1.54,1.555,1.5,1.52,19927960,3.29,3.36,3.07,3.13,183274,200.1,205.3804,199.79,204.54,9813983,36.4,36.88,36.31,36.76,14748485,297.72,330.0,296.11,328.19,28673217
247.42,249.25,246.72,249.04,22187260,1750.7,1778.7,1742.5,1777.04,3399815,151.2,154.92,149.43,154.78,6693271,17.01,17.15,16.8094,17.04,623668,144.4,145.67,143.51,144.2,31816013,1.4289,1.5,1.38,1.47,28078428,3.2,3.29,3.1,3.15,90571,206.3,208.9,205.1168,206.77,7443919,36.86,37.48,36.82,37.27,21547010,327.54,340.84,322.6,327.51,18510525
248.97,249.75,242.57,243.29,32725739,1775.0,1777.0,1755.81,1763.04,2063458,154.78,156.13,154.42,155.15,4941230,16.96,17.155,16.66,17.0,725856,144.08,144.5,142.65,142.81,17578197,1.45,1.45,1.39,1.4,20542141,3.16,3.8,3.11,3.6,556217,206.23,206.49,202.14,202.9,4714844,38.0,38.7598,37.93,38.21,27091473,319.99,324.3,314.75,316.2,12356755
244.76,245.3,241.21,243.29,25443913,1760.24,1782.38,1759.115,1780.0,2194972,155.74,158.42,155.01,158.29,4087187,16.95,17.24,16.52,17.1,910128,143.52,145.0,142.79,144.56,16677432,1.42,1.45,1.36,1.45,19490473,3.41,3.4483,3.2,3.28,88037,204.0,204.23,200.26,203.1,4655125,38.41,38.82,38.3,38.49,18495207,313.0,318.79,309.97,314.86,9042272
247.24,249.17,237.26,248.84,29688327,1775.99,1792.0,1771.4753,1777.1431,2375710,156.74,157.62,155.2137,156.49,2665310,17.03,17.15,16.49,16.72,833060,144.9,144.93,142.99,143.39,17913741,1.5,1.54,1.46,1.4751,12843948,3.3267,3.33,3.1304,3.19,33989,202.16,203.0,197.81,201.14,4624186,38.2652,38.54,38.18,38.4,13783957,313.1,319.0,313.0,315.09,4954986
249.54,255.93,249.16,255.84,33985331,1788.01,1797.445,1785.279,1791.47,2375327,157.91,160.09,156.825,159.78,4247107,16.8,16.894,15.52,15.63,1533289,144.26,144.42,142.965,143.72,23085759,1.49,1.55,1.49,1.53,15892374,3.18,3.27,3.12,3.18,89545,199.6,203.89,198.64,202.74,6021239,38.68,38.94,38.39,38.4,14602738,316.32,316.48,309.8,313.21,6118298
257.33,257.845,255.38,257.48,23618001,1801.5,1815.06,1801.01,1805.27,2513437,160.94,161.25,156.69,157.64,5351404,15.9,16.8,15.83,16.79,1283735,144.8,145.0,144.16,144.52,14542918,1.65,1.9,1.58,1.72,57230249,3.19,3.3,3.15,3.175,49704,205.85,211.0,204.9203,210.57,8751356,38.71,38.74,38.03,38.04,13406335,314.8,321.94,309.26,317.425,8579754
257.05,258.19,256.32,257.15,17738372,1809.16,1810.25,1794.0,1801.7,1650756,157.59,159.12,155.47,158.16,3597139,16.94,17.72,16.71,16.89,1710483,144.97,145.02,143.905,144.46,14318658,1.88,2.38,1.8,2.355,175947633,3.14,3.2362,2.95,3.01,64739,210.49,211.54,207.68,209.63,7083262,38.03,38.1,37.47,37.495,15964203,319.62,323.51,316.118,317.16,6308975
256.84,257.49,255.365,257.24,15328064,1801.0,1802.5,1788.58,1795.94,1790400,158.94,160.0,157.75,158.92,3555335,16.83,17.49,16.05,16.13,1532708,144.37,144.52,143.2,144.06,12956028,2.46,2.46,1.96,2.045,107678032,3.11,3.16,2.95,2.96,47035,208.64,209.67,204.11,207.6,6010205,37.61,37.73,37.355,37.61,12343138,318.0,326.72,314.5,326.7,7748529
258.74,260.35,258.11,259.5,22267200,1803.76,1805.9,1783.48,1788.2,2365870,158.93,161.13,158.08,159.5,3344343,16.33,17.6084,16.2801,17.4901,1994519,143.84,144.88,143.77,144.28,14764862,2.11,2.2,2.05,2.065,37885076,3.02,3.11,2.965,2.97,24854,211.106,211.7,206.54,208.4,6583265,37.4,37.575,36.88,36.92,18156417,329.14,341.5,328.02,335.39,14148570
258.69,260.44,256.85,260.14,15896858,1787.89,1789.88,1774.04,1785.88,1930135,159.25,161.21,158.91,161.17,2850989,17.25,17.5,17.11,17.47,964059,143.98,145.99,143.76,145.96,14457573,2.13,2.13,1.94,1.99,36298690,2.97,3.09,2.97,3.09,22953,207.55,209.05,206.15,207.77,4336884,36.88,37.16,36.83,37.0436,21613725,334.5,337.46,332.5,337.12,5966814
258.3,262.47,258.28,262.2,19401290,1778.1,1780.0,1767.13,1771.9,1776035,161.22,162.23,160.25,161.82,3352483,17.33,17.52,17.2,17.38,928735,145.34,146.42,144.73,146.12,13193003,1.9,1.96,1.78,1.8559,32520329,3.05,3.05,2.8701,2.96,66250,207.75,209.11,204.2801,208.13,5545901,36.91,37.005,36.75,36.92,10479193,343.8,349.19,342.0,345.1,9715763
261.55,262.79,260.92,261.98,19425255,1774.66,1786.22,1771.91,1778.23,1830806,162.0,164.37,161.59,162.86,3411537,17.34,18.1,17.3025,17.99,1943349,146.28,147.57,146.06,147.08,15001797,1.9,2.05,1.83,1.955,26390423,3.0,3.0594,2.8192,2.91,86070,209.72,211.86,208.31,209.61,6546200,36.83,37.09,36.7,36.97,11289106,346.94,350.37,344.04,349.95,7177557
261.13,264.78,261.07,264.47,24029891,1773.39,1775.0,1747.3217,1753.4,2777022,163.05,164.42,162.02,162.58,4796648,18.0,18.5,17.71,18.28,1981751,146.74,147.4625,146.28,147.34,14272821,1.9,1.99,1.85,1.89,23961403,2.95,2.95,2.61,2.71,75526,208.39,209.46,205.9,208.56,7267579,36.95,36.95,36.3,36.6,19408694,355.0,356.33,345.18,345.99,8029488
263.75,264.88,262.1,262.69,20368211,1750.27,1766.5931,1749.56,1754.65,2017087,163.03,163.58,162.39,163.09,3435739,18.16,18.5,17.91,18.35,1510606,147.02,148.41,147.0,148.06,13433421,1.86,1.89,1.66,1.7487,43450489,2.71,2.776,2.56,2.61,68347,208.93,209.88,206.516,209.8,9898658,36.56,36.76,36.32,36.55,16203579,346.11,353.84,342.91,349.36,5966623
263.68,265.78,263.01,265.75,23136341,1760.05,1761.68,1732.86,1739.08,3623321,163.72,163.93,160.99,163.2,3322823,18.39,19.43,18.35,19.37,1848613,148.93,149.99,148.27,149.95,19846888,1.75,1.84,1.66,1.8179,30190938,2.57,2.75,2.57,2.74,39871,209.7,211.7799,200.6377,204.12,25053376,36.63,37.47,36.52,37.27,28575820,350.64,352.8,348.36,352.24,4591478
265.8,267.43,264.23,267.12,18045658,1738.3,1753.7,1722.71,1752.86,2585138,164.0,164.0,161.89,162.76,5067326,19.21,19.45,18.67,19.45,898942,150.07,150.55,148.98,150.34,18280590,1.88,1.9,1.73,1.79,24693652,2.7,2.7799,2.62,2.76,25602,203.76,213.35,203.76,212.27,13695831,37.39,37.44,36.96,37.21,14446026,352.9165,353.15,346.1,349.98,4287780
267.9,268.0,265.3926,266.29,14685205,1756.99,1760.68,1743.03,1753.16,1854190,163.64,164.45,161.84,164.0,3535787,19.27,19.87,19.0824,19.41,1112584,150.88,151.33,150.195,150.39,18879614,1.78,1.89,1.78,1.849,25017195,2.85,2.9,2.7293,2.73,42184,211.17,211.98,205.65,208.0,9836312,37.43,37.68,37.32,37.65,18143673,351.75,359.99,347.8,359.52,7442184
265.54,266.083,260.4,263.22,22181038,1749.14,1762.524,1734.12,1746.6335,2321723,163.44,166.34,162.25,164.64,7418590,19.38,20.4,19.35,20.17,2149734,150.07,150.84,148.46,149.62,21902456,1.85,1.87,1.77,1.84,19361142,2.7,2.86,2.62,2.69,29103,207.07,214.55,206.5643,211.175,11341947,37.57,37.69,37.01,37.05,14106318,360.0,361.2,349.57,352.4,6143861
263.71,264.005,261.18,262.01,25411879,1743.0,1746.87,1730.36,1735.0,2377252,165.32,165.91,162.21,162.86,5211985,19.98,20.32,19.69,20.2,1189787,149.4,149.8,148.501,149.49,14384044,1.87,2.04,1.82,1.98,38490331,2.67,2.79,2.6564,2.6564,19106,211.0,213.24,209.31,210.19,6865669,37.21,37.94,37.04,37.74,16926268,354.51,360.84,354.0039,354.9697,5644325
262.59,263.18,260.84,261.84,14301792,1739.0,1746.43,1731.0,1745.85,2165005,162.98,163.49,161.38,162.78,3230935,20.07,20.73,19.86,20.7,1416776,150.07,150.3,148.82,149.63,12567663,2.04,2.05,1.88,1.94,23985260,2.69,2.75,2.67,2.6801,24233,211.09,212.9633,209.94,210.89,5249484,37.79,38.41,37.69,38.32,19617713,340.16,341.0,330.0,332.99,16189232
262.71,266.44,262.52,266.42,15137109,1753.25,1777.42,1753.24,1773.69,2906729,163.78,164.65,161.45,161.65,4484905,20.9,21.0,19.95,19.99,1900509,150.0,151.35,149.92,151.2247,14939388,1.99,2.12,1.96,2.065,34819929,2.69,2.78,2.66,2.69,7999,216.04,221.41,215.52,221.23,12011468,38.48,38.88,38.45,38.67,22310535,344.47,344.57,334.46,336.3009,11454970
266.94,267.16,262.5,264.1,14856696,1779.92,1797.03,1778.35,1796.99,2708603,161.56,162.61,161.31,162.46,3338353,20.0,20.65,19.82,20.29,1503335,151.36,152.42,151.32,152.0,14027510,2.12,2.29,2.12,2.29,49842372,2.74,2.8,2.55,2.635,25271,220.5,220.6897,216.74,217.08,7913538,38.54,38.59,38.05,38.28,22806924,335.27,335.5,327.1,328.93,7428918
265.58,267.98,265.31,267.8999,14459464,1801.0,1824.5,1797.31,1818.23,2769246,161.92,162.8303,161.11,161.48,2917739,20.28,20.7,19.99,20.36,1533901,152.33,152.5,151.52,152.34,12294833,2.32,2.5,2.28,2.47,74472698,2.69,2.7471,2.61,2.62,13900,218.67,220.05,217.18,218.24,4948420,38.38,38.71,38.33,38.64,11357817,331.12,333.93,328.57,331.05,5331554
266.6,268.0,265.9,267.18,8827719,1817.78,1823.98,1800.79,1800.96,1594416,161.61,163.41,161.32,162.91,2024120,20.6,20.93,20.28,20.33,1175316,152.1,152.3,151.28,151.38,8158878,2.36,2.36,2.2,2.28,30727738,2.66,2.6733,2.56,2.6,28510,217.0,218.14,215.78,216.74,3194256,38.54,38.88,38.51,38.57,6576633,331.11,331.26,327.5,330.04,2279549
267.27,268.25,263.45,264.09,20260941,1804.0,1805.55,1762.68,1781.61,3420336,163.1,163.21,158.1,161.09,4476131,20.3,20.54,19.6,19.77,1157298,151.81,151.83,148.32,149.55,21432374,2.35,2.44,2.3,2.4378,30970417,2.6,2.69,2.5905,2.608,14609,216.46,217.0,208.64,209.16,8809003,38.79,38.8,38.25,38.3,12368783,329.4,336.3827,328.687,334.86,5922892
258.31,259.53,256.29,259.52,25772086,1761.13,1772.87,1747.23,1770.33,3215969,156.96,161.85,156.19,161.65,5125845,19.48,21.37,19.41,21.2537,1775039,147.5,149.43,146.65,149.32,20179656,2.31,2.48,2.25,2.39,36168810,2.73,2.73,2.61,2.65,12586,201.87,207.82,200.37,207.67,11141074,37.96,38.2,37.84,38.05,16127954,332.62,337.91,332.186,336.08,6380944
261.07,263.31,260.68,261.74,14623003,1774.01,1789.0894,1760.2201,1760.48,2387073,160.38,160.69,154.5,156.49,16807841,21.0,21.47,20.9325,21.26,1264527,150.14,150.1799,149.2,149.83,15235784,2.42,2.58,2.41,2.42,44916785,2.67,2.7699,2.585,2.6548,20858,211.14,211.92,208.27,209.41,6475667,38.23,38.26,37.89,38.14,11510813,337.75,337.86,332.85,332.99,5249592
263.79,265.89,262.73,265.58,15381351,1763.5,1763.5,1740.0,1740.48,2472575,155.74,158.92,155.25,158.23,6407255,21.49,21.5,20.57,20.63,1063555,150.05,150.32,149.48,149.92,12243910,2.53,2.57,2.25,2.2712,50266972,2.8,2.88,2.7,2.7337,20541,210.3,210.93,207.5083,208.74,4174637,38.37,38.37,37.79,38.03,10164475,333.0,334.4227,327.25,330.34,3453427
267.48,271.0,267.3,270.7,23057888,1752.33,1754.4,1740.13,1751.59,2739956,158.1,159.5,157.59,158.01,4344570,20.78,21.04,18.82,18.93,3482779,150.99,151.87,150.27,151.75,13020323,2.32,2.34,2.2,2.27,30460351,2.83,2.95,2.71,2.8645,60925,211.52,213.49,211.12,212.18,5289152,38.28,38.52,38.215,38.29,9698076,335.0,338.86,334.77,335.85,7446599
270.0,270.8,264.91,266.92,27858494,1750.66,1766.8918,1745.61,1749.42,2123839,157.38,158.9,157.06,157.48,3278407,19.07,19.3,18.67,18.82,2524618,151.07,152.21,150.91,151.36,11759878,2.21,2.25,2.11,2.23,30033299,2.86,2.95,2.8101,2.9,18227,211.25,214.37,210.9,212.12,4433848,38.1,38.38,38.1,38.32,8820370,336.59,344.45,335.08,339.4,8270305
268.6,270.07,265.86,268.62,20404044,1747.4,1750.67,1735.0,1739.49,2186409,157.01,157.67,156.17,156.44,3635954,18.78,19.09,18.58,18.87,1597539,151.26,151.89,150.765,151.17,13714977,2.2,2.28,2.14,2.2721,23659809,2.8,2.87,2.68,2.7235,31870,213.46,216.06,211.26,213.99,5905576,38.27,38.58,38.185,38.48,13485579,339.96,350.73,339.31,348.83,8530007
268.81,271.1,268.5,270.74,17110774,1741.67,1750.0,1735.7102,1748.9,1716841,156.84,156.88,155.48,156.38,3992545,19.03,19.11,18.53,18.64,1187394,151.54,151.87,150.33,151.69,15282616,2.26,2.32,2.23,2.26,19337259,2.7,2.74,2.63,2.675,12474,214.4,217.56,214.3,217.35,5145198,38.37,38.57,38.2,38.22,12515446,351.8765,357.1899,351.09,352.5,6649961
267.79,272.5599,267.321,271.46,30907462,1750.7,1764.0,1745.44,1760.18,2695799,155.77,158.99,155.31,158.59,4762280,18.56,19.045,18.32,18.45,1290666,151.65,153.44,151.02,153.23,20551376,2.3,2.33,2.26,2.28,21405146,2.65,2.7299,2.538,2.638,14816,216.18,224.8,215.82,224.11,9462900,38.17,38.62,38.17,38.53,10361986,354.92,362.74,353.23,359.67,7650921
271.46,275.3,270.93,275.26,29835265,1765.0,1768.99,1755.0,1760.93,2377943,158.86,161.49,158.55,161.1,5073017,18.47,18.72,18.32,18.6,1250824,153.0035,154.89,152.83,154.54,20029179,2.31,2.43,2.2885,2.4,35447002,2.64,2.64,2.5512,2.63,16934,224.19,228.98,221.82,223.99,10390811,38.52,38.68,38.071,38.3,12047198,361.05,365.21,354.64,358.37,6236035
276.99,280.79,276.98,279.86,26824132,1767.0,1769.5,1757.05,1769.21,2730112,160.85,162.74,160.82,161.95,4628906,18.6,18.97,18.22,18.5,1611074,155.28,155.9,154.82,155.54,17940213,2.44,2.55,2.39,2.49,34993121,2.66,2.6641,2.58,2.58,7782,225.9,228.0642,224.77,225.2,7747889,38.7,39.4,38.66,39.15,18702403,362.55,383.61,362.5,381.51,17336420
279.57,281.77,278.8,280.42,24453671,1778.01,1792.0,1777.39,1790.66,3202975,162.0,162.37,159.74,161.64,4152547,18.54,18.7,18.31,18.43,1510216,155.45,155.71,154.45,154.79,17861887,2.54,2.63,2.5,2.6,42682994,2.55,2.6145,2.55,2.57,5772,225.9,229.2,225.52,228.3,7117490,39.44,39.44,38.84,38.9,20865131,378.77,385.5,375.9,378.9101,8043941
279.8,281.9,279.12,279.71,22974624,1795.45,1797.86,1782.36,1782.36,2834170,161.8,163.28,161.48,161.48,3275590,18.48,19.0,18.48,18.59,1226864,154.24,155.48,154.18,154.37,14458613,2.58,2.67,2.54,2.62,29416730,2.56,2.6,2.46,2.5556,56511,229.69,231.94,229.35,229.42,7296798,39.01,39.075,38.64,38.89,20690539,380.73,395.22,380.58,393.1,13233307
279.61,281.18,278.95,280.03,17776673,1780.5,1792.99,1774.06,1792.29,1947166,161.59,163.34,160.83,163.32,2796424,18.58,19.67,18.5,19.41,2051490,154.01,155.77,153.75,155.71,18017465,2.69,2.73,2.61,2.62,33289955,2.51,2.5625,2.45,2.46,11073,230.9,236.0,230.7,235.5,10357629,39.0,39.15,38.81,38.98,13564962,397.09,406.85,396.5,404.02,17366642
282.23,282.65,278.56,279.28,34326205,1799.64,1802.97,1782.45,1786.57,3782377,164.73,165.17,163.63,164.51,5497765,19.4,20.0,19.05,19.77,3324292,157.35,158.49,156.29,157.39,38348544,2.65,2.72,2.63,2.695,32476267,2.46,2.51,2.43,2.51,15646,238.13,240.39,237.355,239.39,11476995,39.35,39.54,38.97,39.22,29166126,410.29,413.0,400.185,405.55,13344703
280.53,284.25,280.3735,283.97,18929964,1788.26,1793.0,1784.51,1793.0,1759437,164.04,164.87,163.35,163.755,3238460,19.79,19.85,19.34,19.71,1269721,158.12,158.12,157.27,157.41,12592701,2.7399,2.76,2.65,2.665,27141475,2.51,2.59,2.51,2.5527,13260,240.8,241.81,238.39,238.82,7572119,39.42,39.515,39.13,39.32,13860876,411.78,422.01,410.0,419.18,12734119
284.69,284.89,282.9197,284.2762,9678447,1793.81,1795.57,1787.575,1789.63,800738,163.31,163.8421,162.875,163.27,994717,19.69,19.79,19.35,19.73,452844,157.43,157.71,157.115,157.39,5197207,2.63,2.63,2.45,2.52,30484104,2.52,2.57,2.5,2.5039,9753,238.2,239.31,236.82,238.62,3327083,39.33,39.44,39.2,39.29,4408291,418.84,425.47,412.6875,425.18,7833308
284.78,289.98,284.7,289.91,20772521,1801.2,1870.46,1799.5,1869.02,6125518,163.4,164.53,163.27,164.51,1769434,19.82,20.11,19.66,19.86,686358,157.56,158.73,157.4,158.67,8748285,2.4511,2.52,2.35,2.52,41551435,2.47,2.55,2.405,2.405,22034,238.76,240.32,238.0,239.14,4228507,39.3,39.57,39.2,39.38,5680691,427.91,433.48,426.35,430.8202,10131052
291.12,293.97,288.12,289.83,32927275,1882.92,1901.4,1866.01,1869.26,5755838,164.86,165.46,163.9,164.98,2567392,19.99,20.0,19.25,19.52,963561,159.45,159.55,158.22,158.95,12779354,2.54,2.55,2.41,2.42,34802772,2.47,2.47,2.4,2.45,19561,239.8,240.34,235.81,236.87,5735838,39.43,39.62,39.25,39.32,6388568,435.25,435.31,426.11,430.23,9209880
289.46,292.69,285.22,291.647,33920736,1874.0,1884.0,1840.62,1847.18,3444132,164.86,164.94,161.2,162.46,2691935,19.54,19.94,18.94,19.05,1084490,158.9865,159.02,156.73,157.68,13421755,2.92,4.87,2.88,3.77,402967895,2.4,2.5,2.36,2.3886,25689,235.99,236.2,231.06,232.31,5500250,39.3,39.42,38.89,38.92,8202859,428.81,429.0,409.2589,414.62,12082466
289.93,293.68,289.52,293.37,21437960,1841.99,1853.26,1832.23,1847.64,2138549,162.04,163.26,161.8,162.65,2455185,18.96,19.64,18.96,19.56,985483,156.77,157.77,156.45,157.49,12292639,4.15,4.42,3.82,4.02,193549307,2.54,2.54,2.42,2.45,34974,230.9,235.675,230.13,235.35,4810130,38.79,39.2,38.71,39.16,9302366,405.0003,421.29,402.08,418.17,9761539
296.24,300.6,295.19,300.58,30589026,1874.79,1898.0,1864.15,1897.71,3583611,163.92,167.07,163.58,167.05,4537586,19.57,19.81,18.88,19.23,1095636,158.74,160.73,158.33,160.73,18902080,4.1,4.1,3.61,3.72,97171760,2.6299,2.6299,2.53,2.55,11940,238.75,239.91,236.72,239.86,5456281,39.3,39.35,38.875,39.14,12985279,424.95,430.6957,421.71,430.24,9113793
